priority_rank,content_id,client_id,priority_score,recommended_action,reason_codes,search_volume,impressions_90d,clicks_90d,trend_pct,days_since_last_update,word_count,content_age_days
14364,content_631898d68008,client_19581e27de,0.5216616694385018,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,771,1,-42.3,104,,256
14365,content_aca44206920e,client_19581e27de,0.5216024613179749,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",390.0,782,0,-0.7,22,,421
14366,content_59575842bbe3,client_6208ef0f77,0.5215864958841332,Monitor,DECLINING,0.0,521,1,-33.6,20,3212.0,111
14367,content_63a7db0259ce,client_4e07408562,0.521584359529587,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",90.0,2921,1,-55.9,7,3100.0,445
14368,content_2e3c788e384e,client_349c41201b,0.5213268447301157,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,2167,1,-4.0,8,4183.0,140
14369,content_cca221690495,client_4ec9599fc2,0.5211831561274513,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",,166,2,-58.5,104,1281.0,323
14370,content_9aba30e52e43,client_19581e27de,0.5209220552650867,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",70.0,6616,2,186.1,22,,417
14371,content_15a444ef7e12,client_6208ef0f77,0.5209105174693187,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,362,1,-63.6,104,6154.0,211
14372,content_0410117d93ae,client_6208ef0f77,0.5207969589376917,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,823,1,36.8,104,6052.0,287
14373,content_e6f51f6f49fe,client_19581e27de,0.5207013585820466,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,176,1,-57.7,22,,389
14374,content_7f27544027d5,client_3fdba35f04,0.5205771020434855,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1333,0,-31.6,14,2722.0,148
14375,content_f1cb07cfbffd,client_3fdba35f04,0.5205347215099362,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,644,0,-69.8,20,1477.0,111
14376,content_57853725de96,client_6208ef0f77,0.5204912386634626,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2162,1,-62.0,104,5592.0,139
14377,content_11d9fad3b4ba,client_6208ef0f77,0.520310838113331,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1388,1,-75.2,20,3541.0,118
14378,content_9b9f55f3c736,client_a88a7902cb,0.5202307522567078,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,986,1,-73.2,20,2500.0,90
14379,content_3e244f03f11b,client_6208ef0f77,0.520172074433916,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2733,1,-88.8,20,3311.0,111
14380,content_93398333ccfb,client_e629fa6598,0.5199480690649323,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,694,2,-53.9,22,,460
14381,content_80856ce26978,client_3fdba35f04,0.519814715035078,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,2243,0,-68.0,104,1556.0,165
14382,content_bbc1e7cdc298,client_a88a7902cb,0.5197294136678551,Monitor,DECLINING,0.0,458,2,-9.3,20,4451.0,180
14383,content_9db40e41d57d,client_f369cb89fc,0.5196884211137739,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2083,1,-42.6,20,2606.0,95
14384,content_33bbf9c88e69,client_9f14025af0,0.5196719398276678,Monitor,REVIEW,0.0,429,0,91.3,20,963.0,306
14385,content_d8020ed269ef,client_6208ef0f77,0.5196168980212811,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1216,1,-62.2,104,5703.0,148
14386,content_c20e3a291e36,client_6208ef0f77,0.5195401948389881,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,8445,2,-42.6,20,3553.0,104
14387,content_2105b32488af,client_9f14025af0,0.5195062177971809,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,290,1,-89.9,20,1350.0,347
14388,content_10f40939e637,client_4e07408562,0.519469510838254,Monitor,HIGH_DEMAND,1300.0,708,1,5.6,13,3006.0,390
14389,content_5bb7c41c3f93,client_3fdba35f04,0.5194673037198039,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,3175,1,-83.2,104,1718.0,223
14390,content_764c04089358,client_3fdba35f04,0.5192807490127404,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,890,0,-36.9,104,1522.0,263
14391,content_edde2b869b34,client_8722616204,0.5190719702311918,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,482,1,-71.6,104,2695.0,228
14392,content_226a90d66d72,client_19581e27de,0.5190148911067513,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",6600.0,1016,1,-70.8,22,,445
14393,content_0fc9f1aa3f37,client_6208ef0f77,0.5189975198610907,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,108,1,-64.3,104,3785.0,124
14394,content_9aab34d4610e,client_d029fa3a95,0.5189949389114645,Monitor,REVIEW,0.0,130,1,17.5,20,3962.0,203
14395,content_c51ef4a61f24,client_e629fa6598,0.5188725425773141,Monitor,DECLINING,10.0,171,1,-62.5,22,,494
14396,content_831a42a24d50,client_b4944c6ff0,0.5186166512640554,Monitor,DECLINING,10.0,708,1,-19.9,20,2845.0,95
14397,content_d986710cd132,client_bbb965ab0c,0.5184907620027569,Content review,VISIBLE,0.0,1401,1,15.5,15,3107.0,104
14398,content_9bab10667e8a,client_e629fa6598,0.5184868603129288,Monitor,HIGH_DEMAND,50.0,607,1,2.9,22,,494
14399,content_097dd0a82c4e,client_6208ef0f77,0.5183767369717531,Monitor,DECLINING,0.0,709,0,-55.7,20,3561.0,118
14400,content_d1d6e32a1680,client_6208ef0f77,0.5181962672442006,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,518,1,-52.3,104,5172.0,312
14401,content_7ea135180dd9,client_4ec9599fc2,0.5180499900883813,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1197,2,-64.7,104,,445
14402,content_dd4ccbfba84f,client_19581e27de,0.5180373525006134,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,615,1,-42.2,104,,236
14403,content_35679828d9af,client_3fdba35f04,0.5179786344100714,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,973,1,-82.7,104,1548.0,144
14404,content_8aa48e967c4f,client_19581e27de,0.5179503156787796,Monitor,REVIEW,10.0,297,1,128.6,22,,419
14405,content_b26fe7c0fb39,client_3fdba35f04,0.5176681233167346,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",70.0,628,1,-66.4,104,1588.0,310
14406,content_b74b7e3fcb62,client_4e07408562,0.5175041650777568,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,1137,1,-22.0,13,2778.0,445
14407,content_bf280a7215bb,client_6208ef0f77,0.5174633978256342,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,11087,4,-61.8,104,6901.0,299
14408,content_bbf70e2375f4,client_d4735e3a26,0.5172747051892549,Monitor,DECLINING,,31,3,-50.0,20,793.0,296
14409,content_1b0ca9b3ad4e,client_a88a7902cb,0.517187951078632,Monitor,DECLINING,0.0,152,1,-79.6,20,2564.0,154
14410,content_67d3b06ae42b,client_4ec9599fc2,0.5170250032934934,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",,9281,4,-18.4,20,1395.0,350
14411,content_acaab4530f70,client_d029fa3a95,0.5168480669040117,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,6570,1,-25.5,20,2162.0,151
14412,content_7b0eaefc832f,client_d029fa3a95,0.516840094729547,Monitor,DECLINING,0.0,169,1,-50.0,20,3828.0,221
14413,content_21f4a3d24142,client_19581e27de,0.5166231675064382,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1563,1,-12.4,22,,463
14414,content_ace1680995f5,client_8527a891e2,0.5166047135527645,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,521,0,113.3,104,1574.0,271
14415,content_f59b9b58a29c,client_6208ef0f77,0.5164890848698075,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,980,1,-3.3,104,4479.0,223
14416,content_530e806b3245,client_3fdba35f04,0.5161826385283305,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2132,1,-83.1,104,1431.0,310
14417,content_a8bf1f7f472e,client_3fdba35f04,0.5159162049273689,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,630,1,-19.7,104,1220.0,333
14418,content_6562e08fe877,client_a88a7902cb,0.5158039114511699,Monitor,DECLINING,10.0,174,1,-91.1,20,2784.0,144
14419,content_06378264a47d,client_3fdba35f04,0.515692309522166,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,596,0,-73.2,104,1378.0,174
14420,content_95d3c68b9fa3,client_6208ef0f77,0.5156818089710135,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2838,1,-62.9,104,4862.0,223
14421,content_cbdf5a78dcd0,client_19581e27de,0.5156494382049587,Freshness review,"STALE, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,14830,3,184.2,104,3187.0,126
14422,content_102d1a1e54a6,client_f369cb89fc,0.5156381121339769,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1183,1,-76.9,8,2467.0,106
14423,content_9aa384588a00,client_a88a7902cb,0.5155906356409524,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,872,1,527.9,20,2931.0,90
14424,content_8510c093dd33,client_a88a7902cb,0.5155379982749487,Monitor,DECLINING,0.0,517,1,-90.7,20,2275.0,148
14425,content_e92273e83ffc,client_19581e27de,0.5155008220120932,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1293,0,-7.5,22,,441
14426,content_a37d52a65d8c,client_6208ef0f77,0.5153912911368737,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1588,1,-46.5,104,3575.0,125
14427,content_ad65e579404c,client_19581e27de,0.515367126828503,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,1062,1,-72.4,20,3246.0,112
14428,content_75e9c39688ca,client_8722616204,0.5152809421761093,Monitor,DECLINING,10.0,190,1,-34.1,20,2514.0,96
14429,content_eedda1271288,client_3fdba35f04,0.5152214134144608,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,955,0,-84.2,20,1360.0,96
14430,content_d9c30b1d8907,client_7f2253d7e2,0.5151374038701491,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,18384,5,-71.3,20,4473.0,132
14431,content_3d844ccf0722,client_6208ef0f77,0.5148375993643294,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,648,0,-34.9,104,3515.0,124
14432,content_027b11527f4c,client_d029fa3a95,0.5147581763202419,Content review,VISIBLE,0.0,915,0,45.1,20,2344.0,144
14433,content_d37db8e4a80b,client_d4735e3a26,0.5146524265200983,Monitor,REVIEW,,23,2,150.0,20,898.0,292
14434,content_150739fe3813,client_9400f1b21c,0.5145909558410761,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,4581,2,-48.6,20,,557
14435,content_f4fbb263b48b,client_bbb965ab0c,0.5145509269320424,Monitor,HIGH_DEMAND,70.0,228,1,19.2,20,2565.0,90
14436,content_fc6b5dc3b0b6,client_b4944c6ff0,0.5144227903159149,Monitor,REVIEW,10.0,110,1,600.0,20,2782.0,90
14437,content_eb7046437af1,client_2c624232cd,0.5139955313956351,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,1235,0,-12.1,11,2796.0,438
14438,content_4ed1a50702db,client_19581e27de,0.5139759535289529,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,3698,1,-71.8,104,,257
14439,content_b1ddd362ab07,client_6208ef0f77,0.5139498819527024,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2118,1,-60.8,104,5952.0,286
14440,content_e6708d168e20,client_f369cb89fc,0.5138900172080605,Monitor,DECLINING,0.0,170,1,-57.4,8,2441.0,141
14441,content_d17fd193a251,client_a88a7902cb,0.5137634924531596,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,5787,2,-83.7,20,2614.0,95
14442,content_929aa622b6a0,client_4e07408562,0.5137415302642817,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",,11301,3,66.8,104,,504
14443,content_cb5611d87825,client_4e07408562,0.5136401842877264,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,3781,2,-67.8,104,,445
14444,content_01c8e21a98ce,client_b4944c6ff0,0.5135867372233877,Monitor,REVIEW,0.0,95,1,150.0,20,2575.0,97
14445,content_ee4f8781fe28,client_2c624232cd,0.5135176642950053,Monitor,REVIEW,10.0,235,1,75.0,22,,438
14446,content_3c5020578d4f,client_19581e27de,0.513176856636343,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",70.0,21898,6,-80.9,104,2591.0,139
14447,content_af23fedab888,client_19581e27de,0.5130573242583282,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",90.0,535,1,-2.2,22,,417
14448,content_c59fa01f62f7,client_d4735e3a26,0.5129466024070435,Monitor,REVIEW,,16,2,100.0,20,861.0,290
14449,content_8d3971bfd976,client_f369cb89fc,0.5128612981759549,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,98924,28,-76.8,20,2941.0,95
14450,content_d7ac1351376a,client_a88a7902cb,0.5126419483198452,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,170,2,-100.0,20,2641.0,153
14451,content_eeca67e94af7,client_3fdba35f04,0.5125852085820576,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",70.0,468,0,-36.3,20,1419.0,111
14452,content_2c15243aca37,client_6208ef0f77,0.5124843590644274,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,383,1,-47.8,104,6745.0,236
14453,content_70dba941a4cd,client_6208ef0f77,0.5124747968129955,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,4368,2,-31.2,104,5594.0,151
14454,content_d349a23934ae,client_d029fa3a95,0.5122005435824122,Monitor,REVIEW,0.0,122,1,3.2,20,3679.0,221
14455,content_e203f45bdb36,client_19581e27de,0.5121390264547082,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2210,1,-14.6,104,,313
14456,content_e3c80264bcf6,client_4e07408562,0.5120858498258303,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,1101,1,17.7,13,2785.0,537
14457,content_3b3a177aa66a,client_3fdba35f04,0.5119479830539132,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,528,0,-59.1,104,1283.0,333
14458,content_499076ef81ae,client_f369cb89fc,0.511628243550818,Monitor,DECLINING,0.0,202,1,-29.3,20,2440.0,117
14459,content_c6bb205d5263,client_f369cb89fc,0.5115883656557405,Monitor,DECLINING,0.0,622,1,-49.1,20,2826.0,95
14460,content_3737573e6c27,client_19581e27de,0.511434540552538,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",210.0,6116,2,-35.2,22,,466
14461,content_e6d770fc39cd,client_d029fa3a95,0.5113227195355866,Monitor,DECLINING,0.0,141,1,-56.1,20,2883.0,130
14462,content_042769c321bf,client_6208ef0f77,0.5112537526292861,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3135,1,-74.6,104,5736.0,287
14463,content_1ad241fb521a,client_b4944c6ff0,0.5112534433073258,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",210.0,4391,2,-43.5,8,2479.0,105
14464,content_2c60a7005cb9,client_7f2253d7e2,0.5112206129921136,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1350,1,-41.4,20,2940.0,96
14465,content_a40dfc3c5ff9,client_19581e27de,0.511194491068535,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,997,1,-41.5,20,3051.0,98
14466,content_24dcd2add1da,client_19581e27de,0.5106876219444311,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",390.0,644,0,-67.4,22,,480
14467,content_4d1295d31a4b,client_3fdba35f04,0.5106551238220144,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,2087,1,-85.6,104,1498.0,165
14468,content_c1cd03af85b2,client_19581e27de,0.5106215614002161,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",70.0,2325,2,-36.8,22,,441
14469,content_19ebdee3e45d,client_2c624232cd,0.5105830113270924,Content review,VISIBLE,0.0,1705,1,31.2,22,,517
14470,content_b72fdb72edcf,client_2c624232cd,0.5105329943040963,Monitor,DECLINING,0.0,309,3,-27.9,22,,517
14471,content_30c6570a99d5,client_4e07408562,0.5104952395184214,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",260.0,824,1,-50.3,13,2606.0,537
14472,content_8370fffee86a,client_19581e27de,0.5102110333467488,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2674,1,-34.0,22,,482
14473,content_84c5a61b5e98,client_2c624232cd,0.5102028516921693,Monitor,HIGH_DEMAND,20.0,155,1,38.1,11,3013.0,438
14474,content_247692a29d11,client_bbb965ab0c,0.5100739417663132,Monitor,REVIEW,10.0,350,1,48.7,20,2669.0,131
14475,content_8c8ce516a245,client_349c41201b,0.509919461277692,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1493,1,-51.1,20,5359.0,148
14476,content_6e04efee3c6e,client_4e07408562,0.5098541910226894,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,962,1,-60.9,5,2925.0,445
14477,content_e8625556b0f8,client_19581e27de,0.5097564999846395,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,4355,2,-46.8,104,3064.0,139
14478,content_9c9457f79cbc,client_19581e27de,0.509432310747292,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,161,1,-19.7,22,,482
14479,content_a69eae205362,client_6208ef0f77,0.5093749640479818,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,5574,2,-75.7,104,4265.0,148
14480,content_a4311c48e8e1,client_6208ef0f77,0.5092831838875662,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,8132,3,-48.8,104,6718.0,286
14481,content_451c393b6119,client_19581e27de,0.5092745784198347,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,6302,3,-32.7,22,,482
14482,content_341a553052db,client_6208ef0f77,0.5091985009011374,Freshness review,STALE,0.0,488,0,16.0,104,3964.0,124
14483,content_a021d315b50a,client_4ec9599fc2,0.5090710108559487,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1122,1,-19.8,104,,445
14484,content_bbb9a7c76995,client_d4735e3a26,0.5088812615840371,Monitor,DECLINING,,65,1,-61.5,20,925.0,281
14485,content_448510aec07d,client_3fdba35f04,0.5088060873258219,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,296,1,-36.8,104,1435.0,131
14486,content_300d274c898d,client_b4944c6ff0,0.5087924336367752,Monitor,REVIEW,10.0,98,1,154.5,20,2958.0,90
14487,content_fc3dc8690c9c,client_6208ef0f77,0.5086781386749556,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,1444,1,50.9,104,4443.0,139
14488,content_653b3dae2667,client_f369cb89fc,0.5085604822504787,Monitor,DECLINING,0.0,142,1,-78.3,20,2882.0,141
14489,content_d2add76b0b3f,client_3fdba35f04,0.5084731431600367,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",70.0,2152,1,-74.5,104,1404.0,310
14490,content_17a0fc02d9e7,client_4e07408562,0.5084541972101618,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",170.0,1303,1,-31.7,104,1708.0,348
14491,content_637b9d18edaf,client_19581e27de,0.5083822014706498,Monitor,DECLINING,10.0,405,1,-50.3,22,,441
14492,content_51bb0bff5aed,client_6208ef0f77,0.5083506275135686,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2993,2,-24.5,104,6363.0,299
14493,content_d3e7d660a9b8,client_7f2253d7e2,0.5078282001459828,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3504,1,-81.3,20,3223.0,224
14494,content_44fd64e054b3,client_bbb965ab0c,0.5077865494435083,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",260.0,857,1,-74.1,15,2782.0,139
14495,content_a90748a17a27,client_d029fa3a95,0.5076606731833294,Monitor,DECLINING,0.0,497,1,-52.9,20,2517.0,144
14496,content_ed519ddea999,client_f369cb89fc,0.507635227527398,Monitor,DECLINING,0.0,78,1,-15.0,20,2699.0,117
14497,content_e7596fea954a,client_8527a891e2,0.5076141517354618,Freshness review,"STALE, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,8037,3,5.8,104,3269.0,309
14498,content_c24703aeed68,client_4e07408562,0.5075927928348148,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,408,1,-74.9,104,,445
14499,content_d1a66c200351,client_2c624232cd,0.5075862833976663,Monitor,HIGH_DEMAND,30.0,239,1,42.1,22,,438
14500,content_96a1b74a5b8a,client_19581e27de,0.507502208833111,Monitor,REVIEW,10.0,364,1,1.6,22,,463
14501,content_6f7e56d004fc,client_4ec9599fc2,0.5074271647070284,Monitor,DECLINING,,493,1,-94.6,20,1243.0,309
14502,content_4a5125bff3de,client_19581e27de,0.5073839338480647,Monitor,HIGH_DEMAND,260.0,300,0,48.2,22,,466
14503,content_c9b9c9e939d1,client_f369cb89fc,0.5070656987485652,Monitor,DECLINING,0.0,331,1,-55.5,20,2786.0,117
14504,content_82f533414258,client_f369cb89fc,0.5066128954461958,Monitor,DECLINING,0.0,116,1,-51.8,20,2635.0,117
14505,content_8bacc954df94,client_3fdba35f04,0.5064751681413248,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1132,1,-61.1,14,2911.0,165
14506,content_f18c0f6d7538,client_bbb965ab0c,0.5063442453337713,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2634,2,-55.4,15,2524.0,110
14507,content_fdc156eacef4,client_19581e27de,0.5063057585469627,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,174,1,-59.2,104,,144
14508,content_ca9c501d98be,client_d4735e3a26,0.5061328921397705,Monitor,REVIEW,,26,2,140.0,20,827.0,287
14509,content_e082a6283caa,client_3fdba35f04,0.506131431882529,Monitor,DECLINING,10.0,714,1,-86.0,20,1419.0,117
14510,content_5c603e31aa18,client_f369cb89fc,0.5060820969396878,Monitor,HIGH_DEMAND,2900.0,105,1,93.5,20,2352.0,147
14511,content_0c1d3c670a4e,client_19581e27de,0.5060426344687395,Freshness review,"STALE, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,6005,1,49.3,104,,313
14512,content_9305a6db6e91,client_6208ef0f77,0.5059790106726486,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,3274,1,-21.4,104,4384.0,236
14513,content_73c28945e6c2,client_3fdba35f04,0.5059084054336356,Monitor,DECLINING,10.0,526,1,-50.0,41,1454.0,263
14514,content_dd41aa13e4f5,client_f74efabef1,0.5058683057902097,Monitor,DECLINING,10.0,277,1,-92.2,20,3589.0,144
14515,content_6dd7cb5359f5,client_19581e27de,0.5056376525540887,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2017,1,-34.1,22,,463
